dom_ID	model	var_phi	var_nu	var_all
O15541_PF00642_198	3	0.6015874146088073	0.01144579510619931	0.6130332097150066
O43167_PF00096_351	1	0.6818213981554009	0	0.6818213981554009
O43167_PF00096_351	2	0.6727943833698332	0.02042964728668269	0.6932240306565159
O43167_PF00096_351	3	0.6718453868326969	0.0138189913957976	0.6856643782284945
O43167_PF00096_435	1	0.6599838149556598	0	0.6599838149556598
O43167_PF00096_435	2	0.6312267666852096	0.03359134005218824	0.6648181067373978
O43167_PF00096_435	3	0.6346419439214185	0.02274306009187548	0.6573850040132939
O43186_PF00046_41	1	0.602786254274672	0	0.602786254274672
O43186_PF00046_41	2	0.5952888611536082	0.03616682651912771	0.631455687672736
O43186_PF00046_41	3	0.5874403144630959	0.05209421043425295	0.6395345248973489
O43295_PF00018_745	1	0.5010353329981982	0	0.5010353329981982
O43295_PF00018_745	2	0.5057124836214555	0.01205198195800814	0.5177644655794637
O43295_PF00018_745	3	0.5114411737824236	0.0320142167803072	0.5434553905627308
O43353_PF00619_438	1	0.4874513865624208	0	0.4874513865624208
O43353_PF00619_438	2	0.4771814267629372	0.04280304888526749	0.5199844756482047
O43353_PF00619_438	3	0.47626550848458094	0.04647169262707664	0.5227372011116576
O43374_PF00779_682	1	0.6252221770089673	0	0.6252221770089673
O43374_PF00779_682	2	0.598907755793134	0.04376346536910664	0.6426712211622407
O43374_PF00779_682	3	0.6044259543470671	0.03277449539363229	0.6372004497406994
O43395_PF01480_10	1	0.5926270650705195	0	0.5926270650705195
O43395_PF01480_10	2	0.6042427528781199	0.05959431064124834	0.6638370635193682
O43395_PF01480_10	3	0.5972595582767923	0.07566858944014329	0.6729281477169357
O43586_PF00018_361	1	0.5390323747740615	0	0.5390323747740615
O43586_PF00018_361	2	0.537574411306977	0.03593034455540904	0.573504755862386
O43586_PF00018_361	3	0.5490524162722954	0.04802343588566552	0.5970758521579609
O60281_PF00096_808	1	0.6944153570101358	0	0.6944153570101358
O60281_PF00096_808	2	0.6894635432293567	0.03342759911291162	0.7228911423422683
O60281_PF00096_808	3	0.6866257247601385	0.03059001626808968	0.7172157410282282
O60293_PF10650_1186	1	0.8073701815686274	0	0.8073701815686274
O60293_PF10650_1186	2	0.8108159200005967	0.00859537776682358	0.8194112977674203
O60293_PF10650_1186	3	0.8057983299875479	0.00715433197934156	0.8129526619668894
O60341_PF04433_186	1	0.5810275758672996	0	0.5810275758672996
O60341_PF04433_186	2	0.5864220838869758	0.0290446521006705	0.6154667359876463
O60341_PF04433_186	3	0.6008852790788017	0.07938952196132333	0.680274801040125
O60481_PF00096_389	1	0.6959744099141618	0	0.6959744099141618
O60481_PF00096_389	2	0.6833054396169022	0.02354849893988915	0.7068539385567914
O60481_PF00096_389	3	0.6825766903898879	0.01788011777557995	0.7004568081654678
O60885_PF17035_607	1	0.6089683797525992	0	0.6089683797525992
O60885_PF17035_607	2	0.6267141158184623	0.08129706137242762	0.7080111771908899
O60885_PF17035_607	3	0.6279994252265434	0.09310551933556116	0.7211049445621045
O75112_PF00595_1	1	0.5948188457883989	0	0.5948188457883989
O75112_PF00595_1	2	0.5845184371657811	0.01232885023567673	0.5968472874014579
O75112_PF00595_1	3	0.5908716036394445	0.08328206146580897	0.6741536651052534
O75360_PF00046_71	1	0.6606381280482255	0	0.6606381280482255
O75360_PF00046_71	2	0.6508885625050621	0.03627817329668974	0.6871667358017518
O75360_PF00046_71	3	0.6490804159731028	0.03925181662918124	0.688332232602284
O75366_PF02209_785	1	0.6822766895570785	0	0.6822766895570785
O75366_PF02209_785	2	0.6855050627701752	0.03683295746127595	0.7223380202314511
O75366_PF02209_785	3	0.6835681005371897	0.03369738597153175	0.7172654865087215
O75369_PF00630_1423	1	0.6555233599011488	0	0.6555233599011488
O75369_PF00630_1423	2	0.6648757868309729	0.04207279304646744	0.7069485798774404
O75369_PF00630_1423	3	0.6618625296563969	0.06680204428154063	0.7286645739379376
O75369_PF00630_2109	1	0.6362763556948258	0	0.6362763556948258
O75369_PF00630_2109	2	0.6241425529786908	0.03227690288880274	0.6564194558674935
O75369_PF00630_2109	3	0.6216993774071344	0.0356726686452573	0.6573720460523917
O75369_PF00630_2289	1	0.6888229169852678	0	0.6888229169852678
O75369_PF00630_2289	2	0.681601368139596	0.01506690103806525	0.6966682691776613
O75369_PF00630_2289	3	0.684781732044469	0.01730093912519016	0.7020826711696592
O75382_PF00643_111	1	0.7468438504945196	0	0.7468438504945196
O75382_PF00643_111	2	0.729179606297948	0.01452220965627007	0.743701815954218
O75382_PF00643_111	3	0.7318309855699833	0.01349533684990187	0.7453263224198852
O75400_PF00397_176	1	0.6619177787975844	0	0.6619177787975844
O75400_PF00397_176	2	0.6659367400451974	0.03438410913382243	0.7003208491790198
O75400_PF00397_176	3	0.6625454245395451	0.03274464622451718	0.6952900707640624
O75400_PF01846_395	1	0.5963158059902821	0	0.5963158059902821
O75400_PF01846_395	2	0.5807342256066909	0.06256880269733943	0.6433030283040303
O75400_PF01846_395	3	0.577117758582754	0.06469945634555496	0.641817214928309
O75400_PF01846_459	1	0.601896454190431	0	0.601896454190431
O75400_PF01846_459	2	0.5889251806643799	0.06376640140091488	0.6526915820652948
O75400_PF01846_459	3	0.588811285013642	0.0684093181863807	0.6572206032000227
O75400_PF01846_670	1	0.519304972714224	0	0.519304972714224
O75400_PF01846_670	2	0.5107391821595584	0.08550129122303503	0.59624047338259345
O75400_PF01846_670	3	0.5094709941646115	0.09089630701299375	0.6003673011776053
O75400_PF01846_745	1	0.6885873051312645	0	0.6885873051312645
O75400_PF01846_745	2	0.6915337711090657	0.01661304058856311	0.7081468116976288
O75400_PF01846_745	3	0.6981579247724026	0.04823145600045524	0.7463893807728578
O75478_PF04433_375	1	0.5552519523756831	0	0.5552519523756831
O75478_PF04433_375	2	0.5372170247233132	0.10161627709255353	0.6388333018158667
O75478_PF04433_375	3	0.5357523176808708	0.10760006075668982	0.6433523784375607
O75534_PF00313_184	1	0.6819010587181992	0	0.6819010587181992
O75534_PF00313_184	2	0.6848072087898477	0.02909878441494671	0.7139059932047944
O75534_PF00313_184	3	0.6915056290541003	0.04469478753175581	0.7362004165858561
O75534_PF00313_23	1	0.5487198583038685	0	0.5487198583038685
O75534_PF00313_23	2	0.5532252246391703	0.00331735661702886	0.5565425812561992
O75534_PF00313_23	3	0.5536208033999316	0.00315856248502977	0.5567793658849614
O75534_PF00313_347	1	0.636111726116732	0	0.636111726116732
O75534_PF00313_347	2	0.6263197592965408	0.05703543563636391	0.6833551949329048
O75534_PF00313_347	3	0.6307152550492429	0.06186770817639806	0.692582963225641
O75554_PF06220_8	1	0.7810157824606159	0	0.7810157824606159
O75554_PF06220_8	2	0.7772608944703642	0.01837140134786274	0.7956322958182269
O75554_PF06220_8	3	0.7780677028228477	0.01609330479763319	0.7941610076204808
O75808_PF00641_4	1	0.761884180367055	0	0.761884180367055
O75808_PF00641_4	2	0.7623235492526772	0.01032183386936574	0.7726453831220429
O75808_PF00641_4	3	0.7614977311784845	0.00711956389935182	0.7686172950778364
O75953_PF00226_4	1	0.8380146068297766	0	0.8380146068297766
O75953_PF00226_4	2	0.8380545919192129	0.00734182375076892	0.8453964156699819
O75953_PF00226_4	3	0.8390422100667818	0.00944974663908081	0.8484919567058626
O75970_PF00595_1003	1	0.6526637380214346	0	0.6526637380214346
O75970_PF00595_1003	2	0.6355989764771149	0.06283089080884453	0.6984298672859595
O75970_PF00595_1003	3	0.63734740202088	0.09187019945120954	0.7292176014720896
O75970_PF00595_1860	1	0.5940084589594428	0	0.5940084589594428
O75970_PF00595_1860	2	0.5482156826532983	0.10056487677752173	0.64878055943082
O75970_PF00595_1860	3	0.5618719470358055	0.10948196218289004	0.6713539092186955
O75970_PF00595_372	1	0.6259225326859231	0	0.6259225326859231
O75970_PF00595_372	2	0.6128404573742056	0.08583967569096529	0.6986801330651708
O75970_PF00595_372	3	0.6098344152280666	0.12133347694144822	0.7311678921695148
O75970_PF00595_693	1	0.5682194069517266	0	0.5682194069517266
O75970_PF00595_693	2	0.5714505515301548	0.02001525900951259	0.5914658105396674
O75970_PF00595_693	3	0.5831691164505362	0.107619810793644	0.6907889272441802
O94830_PF00536_389	1	0.6449504571375754	0	0.6449504571375754
O94830_PF00536_389	2	0.6383365523386878	0.03960276174198774	0.6779393140806755
O94830_PF00536_389	3	0.6372119372581969	0.04692889995969015	0.6841408372178871
O94885_PF00536_630	1	0.6150403354344502	0	0.6150403354344502
O94885_PF00536_630	2	0.6089014055940885	0.07870241239598302	0.6876038179900714
O94885_PF00536_630	3	0.6025265208138474	0.08781639194781367	0.690342912761661
O94929_PF00412_149	1	0.7577261610450019	0	0.7577261610450019
O94929_PF00412_149	2	0.7198249250376919	0.01632588283841385	0.7361508078761058
O94929_PF00412_149	3	0.7154858305088961	0.02224287202941813	0.7377287025383142
O94929_PF00412_210	1	0.7076565698933761	0	0.7076565698933761
O94929_PF00412_210	2	0.6745781788829041	0.02987949165424349	0.7044576705371476
O94929_PF00412_210	3	0.6768591696752387	0.0362880760773517	0.7131472457525905
O94993_PF00505_338	1	0.6456669662913946	0	0.6456669662913946
O94993_PF00505_338	2	0.655549917557566	0.02567296545113295	0.6812228830086989
O94993_PF00505_338	3	0.6559221341556045	0.03659396625056146	0.692516100406166
O95076_PF00046_155	1	0.6351116840809774	0	0.6351116840809774
O95076_PF00046_155	2	0.6240002917417824	0.02519127191116343	0.6491915636529458
O95076_PF00046_155	3	0.6218904508303302	0.02475590393781744	0.6466463547681477
O95155_PF04564_1229	1	0.6301518679973247	0	0.6301518679973247
O95155_PF04564_1229	2	0.584108061206085	0.06730496505415653	0.6514130262602416
O95155_PF04564_1229	3	0.5878799814046005	0.07027269558275273	0.6581526769873532
O95218_PF00641_11	1	0.8101694220446946	0	0.8101694220446946
O95218_PF00641_11	2	0.7887339718332746	0.01908168514827007	0.8078156569815447
O95218_PF00641_11	3	0.792523020097823	0.01548196289905041	0.8080049829968735
O95218_PF00641_9	1	0.778492245177581	0	0.778492245177581
O95218_PF00641_9	2	0.7588936760252885	0.01390180023514806	0.7727954762604365
O95218_PF00641_9	3	0.7598734291934771	0.0103317727097361	0.7702052019032132
O95267_PF00130_539	1	0.7267938114878322	0	0.7267938114878322
O95267_PF00130_539	2	0.7191032774219455	0.00485961117872358	0.723962888600669
O95267_PF00130_539	3	0.7195782905900445	0.00510917929182978	0.7246874698818743
O95343_PF00046_212	1	0.6183352371025271	0	0.6183352371025271
O95343_PF00046_212	2	0.600726195757569	0.06029621056824811	0.6610224063258171
O95343_PF00046_212	3	0.6006037018939748	0.05622762153126934	0.6568313234252442
O95409_PF18366_250	1	0.6692166775140852	0	0.6692166775140852
O95409_PF18366_250	2	0.6520067031797846	0.0302222390040955	0.6822289421838801
O95409_PF18366_250	3	0.6542491175267067	0.03190290397143652	0.6861520214981431
O95475_PF00046_134	1	0.6269481755880386	0	0.6269481755880386
O95475_PF00046_134	2	0.6119786355487873	0.05337484212246005	0.6653534776712473
O95475_PF00046_134	3	0.6131932088736667	0.05595672013560025	0.669149929009267
O95714_PF11515_2555	1	0.5371653330574063	0	0.5371653330574063
O95714_PF11515_2555	2	0.5320760020142493	0.05158705917497029	0.5836630611892196
O95714_PF11515_2555	3	0.5360857778860282	0.05483695455039054	0.5909227324364187
O95718_PF00105_100	1	0.686457935803583	0	0.686457935803583
O95718_PF00105_100	2	0.6424110950607973	0.02411399414307392	0.6665250892038712
O95718_PF00105_100	3	0.6469583720319789	0.02630116123228998	0.6732595332642689
O95789_PF06467_427	1	0.7972804391653403	0	0.7972804391653403
O95789_PF06467_427	2	0.7706227922168497	0.00593718606518993	0.7765599782820396
O95789_PF06467_427	3	0.7727533352976093	0.00570395580362123	0.7784572911012305
O95789_PF06467_469	1	0.5381851287162782	0	0.5381851287162782
O95789_PF06467_469	2	0.540371773360724	0.01248590929445177	0.5528576826551758
O95789_PF06467_469	3	0.5392532199934698	0.01039780431773185	0.5496510243112016
O95793_PF00035_183	1	0.6921901074151273	0	0.6921901074151273
O95793_PF00035_183	2	0.6953340555771688	0.04551209410920164	0.7408461496863704
O95793_PF00035_183	3	0.6989586190864263	0.0535512413097011	0.7525098603961274
O95817_PF00397_11	1	0.6945468809145194	0	0.6945468809145194
O95817_PF00397_11	2	0.7127132201928467	0.03703782095245531	0.749751041145302
O95817_PF00397_11	3	0.7126695513063169	0.03358986659878036	0.7462594179050973
O95835_PF00627_98	1	0.6426485760356085	0	0.6426485760356085
O95835_PF00627_98	2	0.6512398543959476	0.04910213969528328	0.7003419940912309
O95835_PF00627_98	3	0.6480546470681532	0.04903427948471472	0.6970889265528679
P00519_PF00018_64	1	0.46665177398978264	0	0.46665177398978264
P00519_PF00018_64	2	0.4655039018559026	0.05694525126127402	0.5224491531171767
P00519_PF00018_64	3	0.47149876561450393	0.07240603873413767	0.5439048043486416
P01053_PF00280_22	1	0.6526852887561599	0	0.6526852887561599
P01053_PF00280_22	2	0.6432937035419278	0.03597553805948851	0.6792692416014163
P01053_PF00280_22	3	0.6364833467972202	0.06953172248450984	0.70601506928173
P02417_PF01281_1	1	0.6579651103711429	0	0.6579651103711429
P02417_PF01281_1	2	0.6509718610654052	0.0339853559999163	0.6849572170653214
P02417_PF01281_1	3	0.6535839765763936	0.0391077193268407	0.6926916959032342
P02549_PF00018_979	1	0.4388230895518442	0	0.4388230895518442
P02549_PF00018_979	2	0.42643336351926087	0.07136176911962495	0.4977951326388858
P02549_PF00018_979	3	0.4301105218147428	0.07092119381307653	0.5010317156278193
P02585_PF13499_1	1	0.5685883377616737	0	0.5685883377616737
P02585_PF13499_1	2	0.5683006184919914	0.01850720716823426	0.5868078256602257
P02585_PF13499_1	3	0.5659853952984971	0.02121398823318489	0.587199383531682
P02633_PF01023_1	1	0.9068171908024014	0	0.9068171908024014
P02633_PF01023_1	2	0.9066561241526864	0.0025591585435285	0.9092152826962149
P02633_PF01023_1	3	0.906843027880044	0.00228463985959615	0.9091276677396402
P02640_PF02209_762	1	0.6625445491037143	0	0.6625445491037143
P02640_PF02209_762	2	0.6463875710593847	0.05321207493760311	0.6995996459969879
P02640_PF02209_762	3	0.6407970056696944	0.07341294932268788	0.7142099549923824
P02640_PF02209_792	1	0.7122076215479227	0	0.7122076215479227
P02640_PF02209_792	2	0.7075979205827725	0.045208102034718	0.7528060226174905
P02640_PF02209_792	3	0.7003828414947172	0.04413105907386316	0.7445139005685804
P03034_PF01381_4	1	0.6888810860317102	0	0.6888810860317102
P03034_PF01381_4	2	0.6941636544502401	0.06143998719954172	0.7556036416497818
P03034_PF01381_4	3	0.7044452155268743	0.06967491015026478	0.7741201256771391
P04049_PF02196_58	1	0.5995979163338998	0	0.5995979163338998
P04049_PF02196_58	2	0.5696424407080038	0.06946425430016227	0.6391066950081661
P04049_PF02196_58	3	0.5755135633987543	0.0644535564651193	0.6399671198638736
P04150_PF00105_419	1	0.7920632057113648	0	0.7920632057113648
P04150_PF00105_419	2	0.7709005207522562	0.00612329884207913	0.7770238195943354
P04150_PF00105_419	3	0.7733092839033877	0.00593817365034825	0.7792474575537359
P05813_PF00030_31	1	0.6851855034754232	0	0.6851855034754232
P05813_PF00030_31	2	0.6717053885947081	0.0498427272076752	0.7215481158023833
P05813_PF00030_31	3	0.6661610091000684	0.06655352843351829	0.7327145375335866
P06239_PF00018_63	1	0.61002686161399855	0	0.61002686161399855
P06239_PF00018_63	2	0.5952010563482873	0.07646281802965373	0.6716638743779411
P06239_PF00018_63	3	0.5954688427582857	0.080129362553423	0.6755982053117087
P06241_PF00018_83	1	0.5637089422335283	0	0.5637089422335283
P06241_PF00018_83	2	0.5711264352210756	0.01545812987545248	0.5865845650965281
P06241_PF00018_83	3	0.5717331789559585	0.02711129553409886	0.5988444744900574
P07315_PF00030_4	1	0.455093416787915	0	0.455093416787915
P07315_PF00030_4	2	0.4583313174737615	0.00426431088679843	0.4625956283605599
P07315_PF00030_4	3	0.4581463013970362	0.00609386600753577	0.46424016740457197
P07315_PF00030_91	1	0.5214553650521215	0	0.5214553650521215
P07315_PF00030_91	2	0.5121324676215164	0.07133400236859232	0.5834664699901088
P07315_PF00030_91	3	0.5194717201308819	0.09171110771602849	0.6111828278469105
P07316_PF00030_1	1	0.6529116000461259	0	0.6529116000461259
P07316_PF00030_1	2	0.6504022620437916	0.0063698564778124	0.656772118521604
P07316_PF00030_1	3	0.6540930805085172	0.00694261030737225	0.6610356908158894
P07316_PF00030_87	1	0.6262199592806098	0	0.6262199592806098
P07316_PF00030_87	2	0.6167057368771175	0.02270243782041096	0.6394081746975284
P07316_PF00030_87	3	0.6097155219833924	0.05013335907689777	0.6598488810602902
P07320_PF00030_90	1	0.5586935672705239	0	0.5586935672705239
P07320_PF00030_90	2	0.560437307276972	0.00513808086007109	0.5655753881370431
P07320_PF00030_90	3	0.558900805744273	0.00583437166469125	0.5647351774089643
P07751_PF00018_968	1	0.6177436290599494	0	0.6177436290599494
P07751_PF00018_968	2	0.6209364662540977	0.02234887708305196	0.6432853433371497
P07751_PF00018_968	3	0.6235039374538265	0.03805635246387636	0.6615602899177029
P07814_PF00458_827	1	0.7204035165970948	0	0.7204035165970948
P07814_PF00458_827	2	0.7330193598633526	0.03687258550365637	0.769891945367009
P07814_PF00458_827	3	0.730748613966961	0.0348207223772792	0.7655693363442402
P08151_PF00096_363	1	0.6417058770611186	0	0.6417058770611186
P08151_PF00096_363	2	0.6263151080949753	0.04322778522061422	0.6695428933155895
P08151_PF00096_363	3	0.6225229646324781	0.03603178349817847	0.6585547481306566
P08235_PF00105_600	1	0.7890926832712479	0	0.7890926832712479
P08235_PF00105_600	2	0.77286715811826	0.00411257571159559	0.7769797338298556
P08235_PF00105_600	3	0.7744220701238104	0.00355085314058367	0.777972923264394
P08631_PF00018_80	1	0.4939994964736732	0	0.4939994964736732
P08631_PF00018_80	2	0.5004099971892848	0.02489498666252056	0.5253049838518054
P08631_PF00018_80	3	0.5030452105870188	0.03371779121084901	0.5367630017978678
P09086_PF00157_200	1	0.6013511052120992	0	0.6013511052120992
P09086_PF00157_200	2	0.6054404457923296	0.00988423104833986	0.6153246768406695
P09086_PF00157_200	3	0.6085879657194875	0.02628502115106462	0.634872986870552
P09327_PF02209_793	1	0.6432351496036911	0	0.6432351496036911
P09327_PF02209_793	2	0.6343001347904794	0.02823270534513046	0.6625328401356099
P09327_PF02209_793	3	0.629026053097538	0.03050617554461099	0.659532228642149
P0A9X9_PF00313_3	1	0.6890404499921894	0	0.6890404499921894
P0A9X9_PF00313_3	2	0.6919439480714175	0.02099582822280357	0.712939776294221
P0A9X9_PF00313_3	3	0.6935677828533712	0.04198853421330299	0.7355563170666741
P0CI26_PF00643_87	1	0.7339688464293209	0	0.7339688464293209
P0CI26_PF00643_87	2	0.7227442451925463	0.02390040843814463	0.746644653630691
P0CI26_PF00643_87	3	0.7211126174234174	0.02532583749800677	0.7464384549214241
P10070_PF00096_565	1	0.7491061423409645	0	0.7491061423409645
P10070_PF00096_565	2	0.7201708039685504	0.02909608751700179	0.7492668914855521
P10070_PF00096_565	3	0.7191492121068818	0.022571064830822	0.7417202769377038
P10071_PF00096_608	1	0.7343539927558314	0	0.7343539927558314
P10071_PF00096_608	2	0.7142115073059511	0.02670826773656472	0.7409197750425158
P10071_PF00096_608	3	0.7146447274284925	0.02036442589100854	0.735009153319501
P10242_PF00249_143	1	0.7019781822288892	0	0.7019781822288892
P10242_PF00249_143	2	0.6807968257262346	0.03020938030799719	0.7110062060342317
P10242_PF00249_143	3	0.6809625341179883	0.04066599305538381	0.7216285271733721
P10242_PF00249_40	1	0.6798853630304755	0	0.6798853630304755
P10242_PF00249_40	2	0.6656052055366831	0.02094887702787712	0.6865540825645602
P10242_PF00249_40	3	0.6589202889633056	0.04281901479466831	0.7017393037579739
P10275_PF00105_557	1	0.8017236595082993	0	0.8017236595082993
P10275_PF00105_557	2	0.7566826046674001	0.01381325948619007	0.7704958641535902
P10275_PF00105_557	3	0.7611257762017606	0.0124730129053178	0.7735987891070784
P10398_PF02196_21	1	0.4856140073664758	0	0.4856140073664758
P10398_PF02196_21	2	0.4905214003672879	0.08114453282589136	0.5716659331931793
P10398_PF02196_21	3	0.4925649137147319	0.08118929729724028	0.5737542110119722
P10589_PF00105_83	1	0.7174465043284691	0	0.7174465043284691
P10589_PF00105_83	2	0.6766149806477748	0.01770701101272569	0.6943219916605005
P10589_PF00105_83	3	0.6793971315644974	0.01759151285767487	0.6969886444221723
P10826_PF00105_85	1	0.7568943687351299	0	0.7568943687351299
P10826_PF00105_85	2	0.7204861706452828	0.01680053710972905	0.7372867077550118
