blosum_score	stop	nu_mean	nu_sd	n	dom_ID	family
-6	FALSE	-0.455817679175	0.12895377710506056	12	A1X283_PF00018_222	PF00018
-5	FALSE	-0.455817679175	0.12895377710506056	93	A1X283_PF00018_222	PF00018
-4	FALSE	-0.3397093127	0.09370253235620206	182	A1X283_PF00018_222	PF00018
-3	FALSE	-0.118793408252425	0.06817783907100021	243	A1X283_PF00018_222	PF00018
-2	FALSE	0.0957128736215	0.08151334460844939	169	A1X283_PF00018_222	PF00018
-1	FALSE	0.28364880667	0.08329485361591811	182	A1X283_PF00018_222	PF00018
0	FALSE	0.3527990944595	0.13668587804675392	80	A1X283_PF00018_222	PF00018
1	FALSE	0.33964524975725	0.15093444602596545	55	A1X283_PF00018_222	PF00018
2	FALSE	0.596269417817	0.20257586866584668	28	A1X283_PF00018_222	PF00018
3	FALSE	0.596269417817	0.20257586866584668	12	A1X283_PF00018_222	PF00018
5	FALSE	0	0	59	A1X283_PF00018_222	PF00018
-6	TRUE	0	0	62	A2RRE5_PF01846_267	PF01846
-6	FALSE	-0.92198738375	0.17136413614702564	8	A2RRE5_PF01846_267	PF01846
-5	FALSE	-0.92198738375	0.17136413614702564	80	A2RRE5_PF01846_267	PF01846
-4	FALSE	-0.7464566085	0.10002402907062936	199	A2RRE5_PF01846_267	PF01846
-3	FALSE	-0.482911339	0.08221917657842595	262	A2RRE5_PF01846_267	PF01846
-2	FALSE	-0.0658841428975	0.09789611932903712	208	A2RRE5_PF01846_267	PF01846
-1	FALSE	0.61796432475	0.09708453426147225	199	A2RRE5_PF01846_267	PF01846
0	FALSE	0.6544852895	0.1482483639971978	99	A2RRE5_PF01846_267	PF01846
1	FALSE	1.141017006	0.17458309524075327	78	A2RRE5_PF01846_267	PF01846
2	FALSE	2.06973664	0.23643076905470525	33	A2RRE5_PF01846_267	PF01846
3	FALSE	2.06973664	0.23643076905470525	12	A2RRE5_PF01846_267	PF01846
5	FALSE	0	0	63	A2RRE5_PF01846_267	PF01846
-6	TRUE	0	0	30	A6NK59_PF07525_532	PF07525
-6	FALSE	-0.56500570675	0.20442578970268296	3	A6NK59_PF07525_532	PF07525
-5	FALSE	-0.56500570675	0.20442578970268296	59	A6NK59_PF07525_532	PF07525
-4	FALSE	-0.58924741915	0.14240528219991855	119	A6NK59_PF07525_532	PF07525
-3	FALSE	-0.091954161917175	0.12185970801827224	166	A6NK59_PF07525_532	PF07525
-2	FALSE	0.1421805988155	0.11978262880177425	142	A6NK59_PF07525_532	PF07525
-1	FALSE	0.516585909206	0.21168820460212304	72	A6NK59_PF07525_532	PF07525
0	FALSE	0.38842996204475	0.2605538806240951	46	A6NK59_PF07525_532	PF07525
1	FALSE	0.4325541076505	0.35882018244008224	29	A6NK59_PF07525_532	PF07525
2	FALSE	1.208130187875	0.3951131667992084	23	A6NK59_PF07525_532	PF07525
3	FALSE	1.208130187875	0.3951131667992084	4	A6NK59_PF07525_532	PF07525
5	FALSE	0	0	41	A6NK59_PF07525_532	PF07525
-6	TRUE	0	0	33	EEHEE-rd3-0037_rockdoms_1	rockdoms
-6	FALSE	-0.6426294627	0.16369079943899265	4	EEHEE-rd3-0037_rockdoms_1	rockdoms
-5	FALSE	-0.6426294627	0.16369079943899265	50	EEHEE-rd3-0037_rockdoms_1	rockdoms
-4	FALSE	-0.2782015922875	0.1044457866769236	112	EEHEE-rd3-0037_rockdoms_1	rockdoms
-3	FALSE	-0.153757472195475	0.08366578877205406	166	EEHEE-rd3-0037_rockdoms_1	rockdoms
-2	FALSE	0.0239367450180225	0.08898625316338642	143	EEHEE-rd3-0037_rockdoms_1	rockdoms
-1	FALSE	0.2876142528025	0.0930095369530506	139	EEHEE-rd3-0037_rockdoms_1	rockdoms
0	FALSE	0.2830260014295	0.1562442500471998	61	EEHEE-rd3-0037_rockdoms_1	rockdoms
1	FALSE	0.4420239879975	0.216423823276386	38	EEHEE-rd3-0037_rockdoms_1	rockdoms
2	FALSE	0.5800615009425	0.2421290232473698	17	EEHEE-rd3-0037_rockdoms_1	rockdoms
3	FALSE	0.5800615009425	0.2421290232473698	7	EEHEE-rd3-0037_rockdoms_1	rockdoms
5	FALSE	0	0	43	EEHEE-rd3-0037_rockdoms_1	rockdoms
-6	TRUE	0	0	30	EHEE-rd1-0882_rockdoms_1	rockdoms
-6	FALSE	-0.84085569221075	0.38544319652826536	11	EHEE-rd1-0882_rockdoms_1	rockdoms
-5	FALSE	-0.3769387556475	0.15061290274842665	59	EHEE-rd1-0882_rockdoms_1	rockdoms
-4	FALSE	-0.0095044980546	0.09956295004937632	106	EHEE-rd1-0882_rockdoms_1	rockdoms
-3	FALSE	-0.0641010537163	0.08429025896998395	146	EHEE-rd1-0882_rockdoms_1	rockdoms
-2	FALSE	0.109330446234225	0.10564171175519411	99	EHEE-rd1-0882_rockdoms_1	rockdoms
-1	FALSE	0.1058204438918975	0.08442938569023294	135	EHEE-rd1-0882_rockdoms_1	rockdoms
0	FALSE	0.134852647655	0.16031939642177362	47	EHEE-rd1-0882_rockdoms_1	rockdoms
1	FALSE	0.1773417054689	0.17942653098349	38	EHEE-rd1-0882_rockdoms_1	rockdoms
2	FALSE	0.126499871965	0.20061131768900592	23	EHEE-rd1-0882_rockdoms_1	rockdoms
3	FALSE	0.126499871965	0.20061131768900592	6	EHEE-rd1-0882_rockdoms_1	rockdoms
5	FALSE	0	0	40	EHEE-rd1-0882_rockdoms_1	rockdoms
-6	TRUE	0	0	39	HHH-rd1-0142_rockdoms_1	rockdoms
-6	FALSE	-0.32407314815092497	0.3474888275858374	13	HHH-rd1-0142_rockdoms_1	rockdoms
-5	FALSE	-0.3897498599375	0.1295186021648031	69	HHH-rd1-0142_rockdoms_1	rockdoms
-4	FALSE	-0.215182078578	0.09686256246620036	129	HHH-rd1-0142_rockdoms_1	rockdoms
-3	FALSE	-0.111891191472825	0.08187983985863133	160	HHH-rd1-0142_rockdoms_1	rockdoms
-2	FALSE	0.027848178175005	0.10389080983333177	107	HHH-rd1-0142_rockdoms_1	rockdoms
-1	FALSE	0.14967641517365	0.07586583477586911	161	HHH-rd1-0142_rockdoms_1	rockdoms
0	FALSE	0.3837613523625	0.15103659654983137	61	HHH-rd1-0142_rockdoms_1	rockdoms
1	FALSE	0.4030153985205	0.18625514999536133	35	HHH-rd1-0142_rockdoms_1	rockdoms
2	FALSE	0.38044157144025	0.1971807720625525	26	HHH-rd1-0142_rockdoms_1	rockdoms
3	FALSE	0.38044157144025	0.1971807720625525	6	HHH-rd1-0142_rockdoms_1	rockdoms
5	FALSE	0	0	43	HHH-rd1-0142_rockdoms_1	rockdoms
-6	TRUE	0	0	50	O00308_PF00397_440	PF00397
-6	FALSE	-0.731258089	0.16232021690357146	8	O00308_PF00397_440	PF00397
-5	FALSE	-0.731258089	0.16232021690357146	92	O00308_PF00397_440	PF00397
-4	FALSE	-0.3511826325	0.09925229419052534	164	O00308_PF00397_440	PF00397
-3	FALSE	-0.0941141939454475	0.07665234895940135	241	O00308_PF00397_440	PF00397
-2	FALSE	0.110696938714865	0.09192975550213824	191	O00308_PF00397_440	PF00397
-1	FALSE	0.26725955759	0.09588239886628712	167	O00308_PF00397_440	PF00397
0	FALSE	0.5425915616175	0.1762657334726581	66	O00308_PF00397_440	PF00397
1	FALSE	0.5788527539725	0.19936562011393277	48	O00308_PF00397_440	PF00397
2	FALSE	0.828615303265	0.3052760381544841	20	O00308_PF00397_440	PF00397
3	FALSE	0.828615303265	0.3052760381544841	9	O00308_PF00397_440	PF00397
5	FALSE	0	0	54	O00308_PF00397_440	PF00397
-6	TRUE	0	0	46	O00330_PF02817_181	PF02817
-6	FALSE	-0.8794817435	0.2084558663629474	4	O00330_PF02817_181	PF02817
-5	FALSE	-0.8794817435	0.2084558663629474	70	O00330_PF02817_181	PF02817
-4	FALSE	-0.689324925	0.13275743574630144	137	O00330_PF02817_181	PF02817
-3	FALSE	-0.38533005562025	0.09819564747117857	188	O00330_PF02817_181	PF02817
-2	FALSE	0.04227821694155	0.09501485527753356	171	O00330_PF02817_181	PF02817
-1	FALSE	0.6442440535	0.10601898315065662	162	O00330_PF02817_181	PF02817
0	FALSE	0.49596180099325	0.1784150520111182	71	O00330_PF02817_181	PF02817
1	FALSE	1.07504580125	0.19447509813139716	52	O00330_PF02817_181	PF02817
2	FALSE	1.21868481415	0.36002958267745544	19	O00330_PF02817_181	PF02817
3	FALSE	1.21868481415	0.36002958267745544	5	O00330_PF02817_181	PF02817
5	FALSE	0	0	47	O00330_PF02817_181	PF02817
-6	TRUE	0	0	85	O14529_PF02376_1036	PF02376
-6	FALSE	-1.04815979675	0.13230982872564795	13	O14529_PF02376_1036	PF02376
-5	FALSE	-1.04815979675	0.13230982872564795	147	O14529_PF02376_1036	PF02376
-4	FALSE	-0.76973737025	0.09509642762676213	269	O14529_PF02376_1036	PF02376
-3	FALSE	-0.43095697	0.07422743002614446	373	O14529_PF02376_1036	PF02376
-2	FALSE	0.14204033699575	0.08485705982853278	295	O14529_PF02376_1036	PF02376
-1	FALSE	0.6730133035	0.09718319258060226	256	O14529_PF02376_1036	PF02376
0	FALSE	1.04958949825	0.13967983359225336	132	O14529_PF02376_1036	PF02376
1	FALSE	1.08205162075	0.1863657622237256	89	O14529_PF02376_1036	PF02376
2	FALSE	1.54411004425	0.20998255346226605	43	O14529_PF02376_1036	PF02376
3	FALSE	1.54411004425	0.20998255346226605	13	O14529_PF02376_1036	PF02376
5	FALSE	0	0	89	O14529_PF02376_1036	PF02376
-6	TRUE	0	0	68	O14529_PF02376_895	PF02376
-6	FALSE	-0.6610221685	0.128157512954211	11	O14529_PF02376_895	PF02376
-5	FALSE	-0.6610221685	0.128157512954211	115	O14529_PF02376_895	PF02376
-4	FALSE	-0.43274018275	0.09075379013705936	222	O14529_PF02376_895	PF02376
-3	FALSE	-0.0805091405298	0.06615431185375621	291	O14529_PF02376_895	PF02376
-2	FALSE	-0.0083229680687	0.08086901772168341	215	O14529_PF02376_895	PF02376
-1	FALSE	0.334658448175	0.08671297674767957	207	O14529_PF02376_895	PF02376
0	FALSE	0.4870832705	0.13334072749150322	97	O14529_PF02376_895	PF02376
1	FALSE	0.626086964	0.1477936814196148	75	O14529_PF02376_895	PF02376
2	FALSE	0.91326253925	0.20759760474828765	36	O14529_PF02376_895	PF02376
3	FALSE	0.91326253925	0.20759760474828765	9	O14529_PF02376_895	PF02376
5	FALSE	0	0	69	O14529_PF02376_895	PF02376
-6	TRUE	0	0	57	O14640_PF00595_246	PF00595
-6	FALSE	-0.9760070235	0.16999370785335374	8	O14640_PF00595_246	PF00595
-5	FALSE	-0.9760070235	0.16999370785335374	110	O14640_PF00595_246	PF00595
-4	FALSE	-0.72113378625	0.11874415617384047	176	O14640_PF00595_246	PF00595
-3	FALSE	-0.136688169786475	0.08509235868378345	260	O14640_PF00595_246	PF00595
-2	FALSE	0.256830725214	0.0933504282890798	206	O14640_PF00595_246	PF00595
-1	FALSE	0.4879036565	0.10756534829283476	173	O14640_PF00595_246	PF00595
0	FALSE	0.590733755975	0.14439543024029344	97	O14640_PF00595_246	PF00595
1	FALSE	0.91043382625	0.1988533481853768	60	O14640_PF00595_246	PF00595
2	FALSE	0.887051049975	0.26273542742004996	19	O14640_PF00595_246	PF00595
3	FALSE	0.887051049975	0.26273542742004996	13	O14640_PF00595_246	PF00595
5	FALSE	0	0	93	O14640_PF00595_246	PF00595
-6	TRUE	0	0	74	O14640_PF00778_4	PF00778
-6	FALSE	-1.0901619345	0.14873574121722247	11	O14640_PF00778_4	PF00778
-5	FALSE	-1.0901619345	0.14873574121722247	129	O14640_PF00778_4	PF00778
-4	FALSE	-0.72690929825	0.09951851280204543	246	O14640_PF00778_4	PF00778
-3	FALSE	-0.411885423	0.09076198137588166	325	O14640_PF00778_4	PF00778
-2	FALSE	0.256622279796075	0.10436383266741794	253	O14640_PF00778_4	PF00778
-1	FALSE	0.69384524	0.12148253569021898	214	O14640_PF00778_4	PF00778
0	FALSE	0.85978163125	0.16586970141620425	111	O14640_PF00778_4	PF00778
1	FALSE	0.956837398	0.2272929524830262	66	O14640_PF00778_4	PF00778
2	FALSE	1.262501890375	0.3848177906191249	28	O14640_PF00778_4	PF00778
3	FALSE	2.6345322175	0.4362817950508947	22	O14640_PF00778_4	PF00778
5	FALSE	0	0	78	O14640_PF00778_4	PF00778
-6	TRUE	0	0	66	O14776_PF01846_645	PF01846
-6	FALSE	-0.76890613225	0.16497137149572969	12	O14776_PF01846_645	PF01846
-5	FALSE	-0.76890613225	0.16497137149572969	104	O14776_PF01846_645	PF01846
-4	FALSE	-0.7017058285	0.1381684077086972	214	O14776_PF01846_645	PF01846
-3	FALSE	-0.267181520945	0.08574328696970616	292	O14776_PF01846_645	PF01846
-2	FALSE	0.170936502815225	0.09117194324210978	228	O14776_PF01846_645	PF01846
-1	FALSE	0.4251858885	0.10367534769052988	225	O14776_PF01846_645	PF01846
0	FALSE	0.7223162595	0.16561413710665993	100	O14776_PF01846_645	PF01846
1	FALSE	0.709692698375	0.19418278834022076	67	O14776_PF01846_645	PF01846
2	FALSE	1.210649619	0.2497514517198066	38	O14776_PF01846_645	PF01846
3	FALSE	1.210649619	0.2497514517198066	14	O14776_PF01846_645	PF01846
5	FALSE	0	0	69	O14776_PF01846_645	PF01846
-6	TRUE	0	0	46	O14776_PF01846_727	PF01846
-6	FALSE	-0.66418734725	0.1466008797943409	10	O14776_PF01846_727	PF01846
-5	FALSE	-0.66418734725	0.1466008797943409	67	O14776_PF01846_727	PF01846
-4	FALSE	-0.3670382093	0.097378535989028	140	O14776_PF01846_727	PF01846
-3	FALSE	-0.181756543408	0.08062189598038721	170	O14776_PF01846_727	PF01846
-2	FALSE	-0.048927343727775	0.08552314051303478	165	O14776_PF01846_727	PF01846
-1	FALSE	0.2247315257147	0.07040771030293216	200	O14776_PF01846_727	PF01846
0	FALSE	0.3750211816925	0.1194414653541967	82	O14776_PF01846_727	PF01846
1	FALSE	0.77027438325	0.1590064415049871	49	O14776_PF01846_727	PF01846
2	FALSE	0.90509396675	0.23113781580956183	23	O14776_PF01846_727	PF01846
3	FALSE	0.90509396675	0.23113781580956183	8	O14776_PF01846_727	PF01846
5	FALSE	0	0	50	O14776_PF01846_727	PF01846
-6	TRUE	0	0	61	O14776_PF01846_793	PF01846
-6	FALSE	-0.626868559241	0.3938254027348496	14	O14776_PF01846_793	PF01846
-5	FALSE	-0.63165044175	0.14542527684084072	101	O14776_PF01846_793	PF01846
-4	FALSE	-0.397411521075	0.10302178081907648	187	O14776_PF01846_793	PF01846
-3	FALSE	-0.366819242625	0.08439240643757599	237	O14776_PF01846_793	PF01846
-2	FALSE	0.001588241507275	0.09019891108322094	201	O14776_PF01846_793	PF01846
-1	FALSE	0.354890441825	0.0809849718799374	221	O14776_PF01846_793	PF01846
0	FALSE	0.6186613555	0.1523004843934721	82	O14776_PF01846_793	PF01846
1	FALSE	0.696804431	0.15911311914396525	80	O14776_PF01846_793	PF01846
2	FALSE	1.215008879	0.24242818160373555	29	O14776_PF01846_793	PF01846
3	FALSE	1.215008879	0.24242818160373555	11	O14776_PF01846_793	PF01846
5	FALSE	0	0	62	O14776_PF01846_793	PF01846
-6	TRUE	0	0	55	O14776_PF01846_897	PF01846
-6	FALSE	-0.7903971985	0.1456982710608284	12	O14776_PF01846_897	PF01846
-5	FALSE	-0.7903971985	0.1456982710608284	86	O14776_PF01846_897	PF01846
-4	FALSE	-0.6197677285	0.11186188745962272	167	O14776_PF01846_897	PF01846
-3	FALSE	-0.3649087055	0.08380313578412288	215	O14776_PF01846_897	PF01846
-2	FALSE	0.0563589031599925	0.09102700876004788	186	O14776_PF01846_897	PF01846
-1	FALSE	0.53931406775	0.08371486729547646	205	O14776_PF01846_897	PF01846
0	FALSE	0.47976127202275	0.15040766545344827	83	O14776_PF01846_897	PF01846
1	FALSE	0.858615465	0.1537997835629988	66	O14776_PF01846_897	PF01846
2	FALSE	1.19670176525	0.25841107380207706	29	O14776_PF01846_897	PF01846
3	FALSE	1.19670176525	0.25841107380207706	6	O14776_PF01846_897	PF01846
5	FALSE	0	0	59	O14776_PF01846_897	PF01846
-6	TRUE	0	0	36	O14776_PF01846_955	PF01846
-6	FALSE	-0.20393071081955	0.20967357487701288	8	O14776_PF01846_955	PF01846
-5	FALSE	-0.20393071081955	0.20967357487701288	70	O14776_PF01846_955	PF01846
-4	FALSE	-0.233951717346875	0.12891762800253947	142	O14776_PF01846_955	PF01846
-3	FALSE	-0.56318700235	0.12286234637219252	165	O14776_PF01846_955	PF01846
-2	FALSE	-0.21748991246335	0.1278087721171459	151	O14776_PF01846_955	PF01846
-1	FALSE	0.3282978654435	0.12371853149490578	168	O14776_PF01846_955	PF01846
0	FALSE	0.385889986647	0.24969302556963877	53	O14776_PF01846_955	PF01846
1	FALSE	1.048608958	0.22762844235923696	56	O14776_PF01846_955	PF01846
2	FALSE	1.12684054087075	0.3575473292390292	26	O14776_PF01846_955	PF01846
3	FALSE	1.12684054087075	0.3575473292390292	10	O14776_PF01846_955	PF01846
5	FALSE	0	0	56	O14776_PF01846_955	PF01846
-6	TRUE	0	0	53	O14813_PF00046_92	PF00046
-6	FALSE	-0.65119147635	0.17756139092920584	9	O14813_PF00046_92	PF00046
-5	FALSE	-0.65119147635	0.17756139092920584	74	O14813_PF00046_92	PF00046
-4	FALSE	-0.57359547075	0.11910878159839898	170	O14813_PF00046_92	PF00046
-3	FALSE	-0.312020108125	0.09593445247659022	216	O14813_PF00046_92	PF00046
-2	FALSE	-0.05716423988105	0.11262544732696728	183	O14813_PF00046_92	PF00046
-1	FALSE	0.41393719555	0.10838842902187772	186	O14813_PF00046_92	PF00046
0	FALSE	0.604938113775	0.16198829574351287	78	O14813_PF00046_92	PF00046
1	FALSE	0.95277436125	0.21931009409937385	56	O14813_PF00046_92	PF00046
2	FALSE	0.9762845416785	0.345444296461531	28	O14813_PF00046_92	PF00046
3	FALSE	2.04572513925	0.5243160270142301	12	O14813_PF00046_92	PF00046
5	FALSE	0	0	56	O14813_PF00046_92	PF00046
-6	TRUE	0	0	22	O14901_PF00096_395	PF00096
-6	FALSE	0.29820914880685	0.2541178190924536	1	O14901_PF00096_395	PF00096
-5	FALSE	0.29820914880685	0.2541178190924536	32	O14901_PF00096_395	PF00096
-4	FALSE	-0.22399532904361	0.16802970545156828	71	O14901_PF00096_395	PF00096
-3	FALSE	-0.234455231634	0.119138013249081	96	O14901_PF00096_395	PF00096
-2	FALSE	-0.08582983923965	0.12461772537038682	101	O14901_PF00096_395	PF00096
-1	FALSE	0.3126846918545	0.16401104275490205	69	O14901_PF00096_395	PF00096
0	FALSE	0.188203354757975	0.2746842653819056	30	O14901_PF00096_395	PF00096
1	FALSE	0.17483395069425	0.2976496109740604	22	O14901_PF00096_395	PF00096
2	FALSE	0.514299291613	0.46062262175302365	8	O14901_PF00096_395	PF00096
3	FALSE	0.514299291613	0.46062262175302365	4	O14901_PF00096_395	PF00096
5	FALSE	0	0	24	O14901_PF00096_395	PF00096
-6	TRUE	0	0	79	O14936_PF00595_488	PF00595
-6	FALSE	-1.4644316530000001	0.1579603159592452	8	O14936_PF00595_488	PF00595
-5	FALSE	-1.4644316530000001	0.1579603159592452	124	O14936_PF00595_488	PF00595
-4	FALSE	-1.063680276	0.11392497160446692	272	O14936_PF00595_488	PF00595
-3	FALSE	-0.276613702735	0.08505070683083123	332	O14936_PF00595_488	PF00595
-2	FALSE	0.28220413266	0.0873033743196453	274	O14936_PF00595_488	PF00595
-1	FALSE	0.79754861825	0.1094954617946101	240	O14936_PF00595_488	PF00595
0	FALSE	0.79943832275	0.15757315651162113	129	O14936_PF00595_488	PF00595
1	FALSE	1.38700227725	0.2083305510100053	90	O14936_PF00595_488	PF00595
2	FALSE	1.246689267325	0.3393718397099792	33	O14936_PF00595_488	PF00595
3	FALSE	2.03487005275	0.3686510246528353	18	O14936_PF00595_488	PF00595
5	FALSE	0	0	82	O14936_PF00595_488	PF00595
-6	TRUE	0	0	21	O15151_PF00641_299	PF00641
-6	FALSE	-0.134538532883575	0.4138080129140432	10	O15151_PF00641_299	PF00641
-5	FALSE	-0.2167601164695	0.16772953372141108	53	O15151_PF00641_299	PF00641
-4	FALSE	-0.192828139289	0.1054072596213047	110	O15151_PF00641_299	PF00641
-3	FALSE	0.0360797456311025	0.09432483130369056	102	O15151_PF00641_299	PF00641
-2	FALSE	-0.073901688586625	0.09862715220782475	108	O15151_PF00641_299	PF00641
-1	FALSE	0.19005576574525	0.09802272603086006	103	O15151_PF00641_299	PF00641
0	FALSE	0.145198708461025	0.1741617045405084	36	O15151_PF00641_299	PF00641
1	FALSE	0.48785036135175	0.20228535232161216	29	O15151_PF00641_299	PF00641
2	FALSE	-0.03358563304785	0.25023567984018674	15	O15151_PF00641_299	PF00641
3	FALSE	-0.03358563304785	0.25023567984018674	3	O15151_PF00641_299	PF00641
5	FALSE	0	0	31	O15151_PF00641_299	PF00641
-6	TRUE	0	0	58	O15259_PF00018_152	PF00018
-6	FALSE	-0.483065259425	0.14135435833141252	11	O15259_PF00018_152	PF00018
-5	FALSE	-0.483065259425	0.14135435833141252	120	O15259_PF00018_152	PF00018
-4	FALSE	-0.2463649091175	0.08494534405596299	197	O15259_PF00018_152	PF00018
-3	FALSE	-0.05200797329925	0.0650401549348134	251	O15259_PF00018_152	PF00018
-2	FALSE	0.091446551063825	0.07526639129371625	193	O15259_PF00018_152	PF00018
-1	FALSE	0.2282720343875	0.08065455232759167	184	O15259_PF00018_152	PF00018
0	FALSE	0.41179677172	0.14114267693828786	76	O15259_PF00018_152	PF00018
1	FALSE	0.3737278022675	0.15092375783262352	56	O15259_PF00018_152	PF00018
2	FALSE	0.43228405998725	0.24870671614957837	24	O15259_PF00018_152	PF00018
3	FALSE	0.201389846142	0.37406450241992817	13	O15259_PF00018_152	PF00018
5	FALSE	0	0	60	O15259_PF00018_152	PF00018
-6	TRUE	0	0	59	O15265_PF08313_334	PF08313
-6	FALSE	-0.40757492055	0.13478134694273683	11	O15265_PF08313_334	PF08313
-5	FALSE	-0.40757492055	0.13478134694273683	97	O15265_PF08313_334	PF08313
-4	FALSE	-0.3113843601	0.1010985397249805	184	O15265_PF08313_334	PF08313
-3	FALSE	-0.224653371135	0.07991430737774671	241	O15265_PF08313_334	PF08313
-2	FALSE	0.0178906043165525	0.07802892665736753	224	O15265_PF08313_334	PF08313
-1	FALSE	0.32362192895	0.08783548780353559	195	O15265_PF08313_334	PF08313
0	FALSE	0.37558615698	0.14595685775203537	78	O15265_PF08313_334	PF08313
1	FALSE	0.533827102475	0.16441692378475956	64	O15265_PF08313_334	PF08313
2	FALSE	0.75393487825	0.24953665386888577	26	O15265_PF08313_334	PF08313
3	FALSE	0.75393487825	0.24953665386888577	7	O15265_PF08313_334	PF08313
5	FALSE	0	0	61	O15265_PF08313_334	PF08313
-6	TRUE	0	0	50	O15266_PF00046_119	PF00046
-6	FALSE	-0.62557601875	0.1547921476344043	11	O15266_PF00046_119	PF00046
-5	FALSE	-0.62557601875	0.1547921476344043	78	O15266_PF00046_119	PF00046
-4	FALSE	-0.52591422325	0.098949410588125	164	O15266_PF00046_119	PF00046
-3	FALSE	-0.3811940481	0.07940990815659331	225	O15266_PF00046_119	PF00046
-2	FALSE	-0.01036760082575	0.09776505237321642	168	O15266_PF00046_119	PF00046
-1	FALSE	0.46662136225	0.09450635615760758	181	O15266_PF00046_119	PF00046
0	FALSE	0.644880467	0.1354103578363884	85	O15266_PF00046_119	PF00046
1	FALSE	1.01105763925	0.1824834584046865	57	O15266_PF00046_119	PF00046
2	FALSE	0.879270997	0.22728457486980927	30	O15266_PF00046_119	PF00046
3	FALSE	0.879270997	0.22728457486980927	7	O15266_PF00046_119	PF00046
5	FALSE	0	0	56	O15266_PF00046_119	PF00046
-6	TRUE	0	0	39	O15344_PF00643_172	PF00643
-6	FALSE	-0.46750782926275	0.45308407236422665	11	O15344_PF00643_172	PF00643
-5	FALSE	-0.143387814774125	0.17284721842982584	73	O15344_PF00643_172	PF00643
-4	FALSE	-0.34677853878	0.12922773674341986	124	O15344_PF00643_172	PF00643
-3	FALSE	-0.2123636928845	0.09244889068377048	163	O15344_PF00643_172	PF00643
-2	FALSE	-0.023315227735875	0.1003007417010442	151	O15344_PF00643_172	PF00643
-1	FALSE	0.457085483925	0.10597182284910472	113	O15344_PF00643_172	PF00643
0	FALSE	0.207766621818	0.18011897168103855	57	O15344_PF00643_172	PF00643
